ticker,AAPL,MSFT,NVDA,GOOGL,AMZN,META,TSLA,AVGO,AMD,ORCL,CRM,ADBE,QCOM,TXN,IBM,CSCO,INTU,NOW,INTC,MU,AMAT,PANW,PLTR,SNOW,LLY,UNH,JNJ,ABBV,MRK,AMGN,GILD,REGN,VRTX,MDT,BMY,PFE,SYK,ISRG,TMO,ABT,ELV,CI,ZTS,JPM,BAC,GS,MS,WFC,V,MA,BLK,AXP,C,BRK-B,SPGI,MCO,WMT,HD,MCD,COST,SBUX,NKE,LOW,TGT,KO,PEP,PG,PM,MDLZ,XOM,CVX,COP,SLB,EOG,PSX,GE,CAT,BA,RTX,HON,UNP,DE,ETN,LMT,NOC,DIS,T,VZ,CMCSA,NFLX,SPY,QQQ,IWM,VTI,VOO,VEA,EEM,TLT,BND,AGG,HYG,XLF,XLE,XLK,XLV,XLI,VNQ,SCHD,VIG,JEPI,ARKK,GLD,IAU,SLV,SPXL,TQQQ,SOXL
PANW,0.0118,0.078098,0.041075,0.030993,0.033633,0.034724,0.043072,0.063023,0.052297,0.120293,0.137332,0.109087,0.058217,-0.016332,0.057695,0.040768,0.14063,0.18697,0.075055,0.034543,0.013774,0.242852,0.15523,0.196173,0.024258,0.033941,-0.029822,0.007277,-0.026278,-0.002949,0.010456,0.003078,0.051332,-0.010161,-0.000587,0.017798,0.009657,0.052347,0.036146,-0.004422,0.012856,0.003498,0.030492,0.027753,0.024888,0.029698,0.038317,0.015203,0.024786,0.031917,0.037211,0.045924,0.038265,0.014326,0.069205,0.052549,-0.010487,0.004644,-0.018026,0.008174,0.025422,0.015275,0.004555,0.01462,-0.025051,-0.030258,-0.017513,-0.016129,-0.028467,-0.021082,0.003705,0.008959,-0.00436,0.000699,0.016639,-0.01251,0.000702,0.032835,-0.005375,0.000306,-0.020861,-0.006388,0.007368,-0.001768,-0.025247,0.053362,-0.023346,-0.00813,-0.015877,0.015969,0.026106,0.038668,0.029708,0.027998,0.033202,0.020696,0.021248,0.005213,0.004661,0.005775,0.013652,0.037179,-0.000667,0.060041,0.03031,0.009158,0.012157,0.004339,0.022032,0.009418,0.088998,-0.006864,-0.007756,0.008018,0.090621,0.109994,0.079785
PLTR,0.035245,0.101784,0.116997,0.066347,0.069452,0.067958,0.158017,0.134512,0.221644,0.210604,0.1334,0.090533,0.069716,-0.030915,0.08344,0.109341,0.164556,0.196561,0.057331,0.132999,0.127496,0.15523,0.57836,0.235945,0.003961,0.025893,-0.037034,-0.002672,-0.021975,-0.023448,-0.006376,0.011813,0.004389,0.015443,-0.017617,-0.007672,-0.012991,0.080175,0.055062,0.001715,-0.02992,-0.007647,0.033199,0.047211,0.041382,0.080993,0.079537,0.031703,0.016577,0.025143,0.045801,0.05802,0.083017,-0.031181,0.041238,0.049159,-0.014637,-0.009956,-0.028722,-0.000731,0.037485,0.004889,-0.013246,0.020786,-0.040208,-0.03846,-0.042072,-0.025506,-0.046826,-0.011452,0.008516,0.009566,0.032517,-0.01287,0.04389,0.039905,0.049619,0.070393,0.034598,0.015326,-0.025266,-0.023978,0.052952,0.027351,0.00336,0.055929,-0.025546,-0.027557,-0.022083,0.035633,0.050981,0.081155,0.071608,0.055814,0.065025,0.05523,0.068457,0.004231,0.005976,0.006799,0.024746,0.041438,0.014523,0.122346,0.019186,0.048288,0.006251,0.002341,0.03483,0.012394,0.232464,0.033458,0.037396,0.085139,0.176207,0.231943,0.278269
SNOW,0.020642,0.102368,0.053614,0.022954,0.022579,0.028668,0.082322,0.080892,0.065202,0.192786,0.182181,0.134006,0.034725,-0.020982,0.08628,0.050385,0.209657,0.248775,0.028817,0.091697,0.049859,0.196173,0.235945,0.444756,0.00641,0.024733,-0.029233,-0.0174,-0.022414,-0.006561,0.001518,0.006256,0.048341,-0.004614,-0.019837,0.013405,0.001041,0.080242,0.048935,0.006685,0.006253,0.002159,0.056597,0.034145,0.032197,0.051032,0.069316,0.012671,0.033739,0.043848,0.055691,0.068889,0.055463,-0.006443,0.091773,0.088932,-0.028189,-0.001602,-0.037447,-0.002574,0.036466,0.023173,-0.007412,0.002114,-0.046334,-0.046581,-0.045486,-0.012527,-0.050579,-0.024763,-0.000614,0.006556,0.001292,0.002442,0.013129,0.004442,0.002488,0.049183,0.004611,0.001629,-0.027345,0.000485,-0.000759,0.023581,-0.00522,0.070231,-0.050966,-0.035216,-0.000514,0.018805,0.031641,0.049165,0.04205,0.035597,0.040513,0.029452,0.038716,0.007666,0.004242,0.005685,0.015176,0.051002,-0.005244,0.081732,0.02636,0.01811,0.0045,0.000159,0.027354,0.010389,0.150637,-0.002188,-0.002391,0.024147,0.110393,0.140771,0.137293
LLY,0.016574,-0.004948,-0.00332,0.040241,0.006227,-0.014428,0.022127,0.017319,0.001312,0.004024,0.005746,0.01828,0.05167,0.021153,0.00253,-0.00409,0.009148,0.01167,0.015285,0.01664,0.022315,0.024258,0.003961,0.00641,0.148071,0.008394,0.033723,0.03447,0.043384,0.056067,0.059001,0.065498,0.070566,0.023681,0.050333,0.03134,0.015849,0.035,0.032732,0.014388,0.017056,-0.001645,0.041118,0.021127,0.013278,0.020304,0.011035,0.00948,-0.000747,-0.010607,0.016551,0.008055,0.011788,0.020669,0.01599,0.01022,0.02817,0.036444,0.031048,0.013835,0.012283,0.008267,0.032392,0.011561,0.00741,0.013198,0.020264,0.025701,0.003266,-0.020215,-0.018905,-0.024139,0.016209,-0.013649,-0.015169,0.041351,0.048583,0.042654,0.020857,0.028471,0.01394,0.041603,0.049615,0.00547,0.006144,0.047552,0.006046,0.0137,0.02857,-9.8e-05,0.014999,0.013469,0.022236,0.016565,0.019022,0.033675,0.024516,0.005137,0.006702,0.008002,0.009614,0.014171,-0.0123,0.011093,0.116436,0.039592,0.018669,0.015428,0.025321,0.012663,0.035666,0.014289,0.016086,0.035237,0.051361,0.037786,0.052482
UNH,-0.007529,0.006969,0.003066,0.00809,0.005866,0.010011,0.010366,0.006283,0.02828,0.016804,0.013025,0.018418,0.015715,0.015591,0.010918,0.000524,0.025062,0.019611,0.02967,0.019161,0.006742,0.033941,0.025893,0.024733,0.008394,0.084739,-0.005031,0.004432,0.002516,0.004929,0.002306,0.010377,0.020763,0.004707,0.003528,-0.000493,0.009207,0.012003,0.013273,0.0011,0.069481,0.028833,0.004793,0.011461,0.009761,0.010543,0.012141,0.007512,0.012209,0.014698,0.01963,0.013638,0.013299,0.011393,0.015552,0.014281,0.001878,0.007171,0.002972,0.007813,0.014744,0.00832,0.006958,0.00304,-0.003876,-0.009332,0.003178,-0.005781,-0.002178,-0.002708,0.001172,0.007351,0.006647,0.006616,0.003781,-0.003921,0.009934,0.015139,-0.004288,0.001578,0.003513,0.007964,0.009329,-0.000958,-0.006321,0.014036,0.004246,-0.000911,0.008094,-0.000757,0.006887,0.007746,0.011748,0.007756,0.008845,0.004581,0.007937,0.002626,0.001808,0.001875,0.003346,0.014706,0.004041,0.010572,0.04231,0.01029,0.004871,0.005314,0.010024,0.005239,0.022042,0.004058,0.004646,0.006301,0.023958,0.02213,0.043674
JNJ,0.005809,-0.018046,-0.013886,0.007411,-0.011954,-0.010686,-0.005418,-0.013296,-0.01529,-0.035463,-0.035641,-0.021446,-0.006627,0.018821,-0.014631,-0.011308,-0.037976,-0.043675,-0.007038,-0.01105,0.003675,-0.029822,-0.037034,-0.029233,0.033723,-0.005031,0.070756,0.034445,0.041958,0.035641,0.056339,0.031059,0.035471,0.028545,0.035654,0.017847,0.021257,0.00382,0.003315,0.025085,0.011094,0.009911,0.024064,-0.000928,-0.00528,2.4e-05,-0.006336,-0.005597,0.003777,0.001268,0.005159,-0.011505,-0.005822,0.008644,-0.006901,-0.005626,0.0239,0.023817,0.033501,0.012732,0.004262,0.004724,0.024439,0.002287,0.021007,0.028824,0.024465,0.029568,0.020423,0.002918,-0.001965,-0.001003,0.009618,0.000344,-0.006789,0.028235,0.017139,0.013746,0.026403,0.019557,0.015768,0.026256,0.011139,0.015198,0.029209,0.000481,0.01102,0.011252,0.018117,0.004119,0.001867,-0.002959,0.004144,0.002144,0.002271,0.015184,0.011488,0.007647,0.005774,0.006805,0.003666,-0.000531,-0.000276,-0.011097,0.061219,0.020876,0.011964,0.013088,0.010641,0.007153,-0.005452,0.012607,0.014278,0.017783,0.005983,-0.008849,-0.007551
ABBV,0.002825,-0.007459,-0.004862,0.018422,0.001772,-0.000963,0.006776,0.005357,0.016637,-0.008288,-0.013876,0.006743,0.02756,0.017438,0.001724,0.020478,-0.011261,-0.006879,0.014034,0.008946,0.023409,0.007277,-0.002672,-0.0174,0.03447,0.004432,0.034445,0.1024,0.032624,0.043882,0.061315,0.0477,0.05832,0.017929,0.051647,0.028739,0.022641,0.003644,0.025138,0.014167,0.008473,0.010566,0.020465,0.002643,0.006361,0.003425,-0.001566,0.002804,0.016868,0.014738,0.005368,0.005414,0.004079,0.010504,0.007578,0.00594,0.022794,0.024406,0.034874,0.013826,0.012866,0.010222,0.02888,0.013035,0.01491,0.015738,0.019773,0.005647,0.022615,-0.004476,-0.00597,-0.008035,0.001837,-0.002335,0.008368,0.027981,0.022642,0.005516,0.020222,0.016558,0.011578,0.016597,0.015105,0.012389,0.010142,0.016488,0.010723,0.016264,0.017361,0.008014,0.008427,0.007694,0.010463,0.008817,0.010597,0.017801,0.014316,0.005298,0.004828,0.00568,0.005332,0.008451,0.000104,0.004179,0.075367,0.021449,0.014174,0.016554,0.016808,0.010597,0.007588,0.005401,0.006277,0.002246,0.028668,0.021874,0.032563
MRK,0.021906,-0.021229,-0.007239,0.006707,0.001427,0.006915,0.00567,-0.004491,-0.019736,-0.037926,-0.029401,-0.014577,-0.005057,0.02866,-0.008051,0.010561,-0.035716,-0.050746,0.024848,0.027327,0.03842,-0.026278,-0.021975,-0.022414,0.043384,0.002516,0.041958,0.032624,0.11169,0.04299,0.062162,0.052828,0.045881,0.038671,0.039986,0.034425,0.023618,0.017796,0.020366,0.035931,0.028393,0.020027,0.062473,0.013078,0.007336,0.01436,0.002055,0.004768,0.015229,0.017467,0.015545,-6.9e-05,0.009749,0.019521,-0.005339,0.000247,0.022871,0.037566,0.031414,0.017078,0.023493,0.017219,0.033071,0.019601,0.027412,0.0269,0.030787,0.029742,0.036761,0.000172,-0.003837,-0.002526,0.030383,-0.007758,-0.004022,0.047565,0.028821,0.023318,0.027614,0.030932,0.020821,0.036134,0.021911,0.014682,0.025374,0.028129,0.017379,0.014032,0.024737,-0.003042,0.01002,0.007376,0.019759,0.011341,0.012747,0.024704,0.023431,0.008203,0.006927,0.008218,0.008514,0.011961,-0.000871,0.001465,0.088651,0.037793,0.018008,0.021592,0.020929,0.012027,0.009101,0.009564,0.01071,0.015701,0.033799,0.019891,0.050968
AMGN,0.013968,-0.006609,0.005474,0.017575,0.004679,0.002776,0.009701,0.008971,-0.000266,-0.016846,-0.01301,0.002882,0.031112,0.022877,0.000906,0.012039,-0.006473,-0.019304,0.029691,0.016448,0.049735,-0.002949,-0.023448,-0.006561,0.056067,0.004929,0.035641,0.043882,0.04299,0.084972,0.067624,0.061495,0.064285,0.027169,0.057283,0.037571,0.033959,0.023974,0.027398,0.019738,0.017562,0.01501,0.055725,0.015165,0.011959,0.015562,0.01313,0.012345,0.0101,0.010779,0.017777,0.014418,0.018027,0.013586,0.014009,0.016419,0.016708,0.032612,0.03814,0.012231,0.021909,0.018952,0.031359,0.015419,0.015007,0.023241,0.020563,0.017399,0.014606,-0.00488,-0.005986,-0.006747,0.027197,-0.000536,-0.001577,0.040065,0.032901,0.027487,0.015918,0.02875,0.019369,0.035816,0.039657,0.000181,0.012032,0.041261,0.001562,0.010318,0.02418,0.008869,0.013037,0.012238,0.020596,0.014348,0.016517,0.026856,0.024871,0.004573,0.005102,0.006298,0.007624,0.016078,0.001112,0.009997,0.088592,0.037181,0.01819,0.019635,0.022548,0.012905,0.021466,0.01275,0.014337,0.022396,0.04445,0.03444,0.067727
GILD,0.028693,-0.004444,0.002605,0.025503,0.011864,0.010203,0.014025,0.020756,0.003929,-0.020978,-0.022927,-0.000984,0.010726,0.038748,0.007993,0.049172,-0.004085,-0.026121,0.011736,0.068431,0.069168,0.010456,-0.006376,0.001518,0.059001,0.002306,0.056339,0.061315,0.062162,0.067624,0.231361,0.081726,0.101942,0.037113,0.055429,0.034806,0.032271,0.027396,0.021385,0.026453,0.009565,0.026671,0.063735,0.016481,0.015099,0.013725,0.011802,0.008674,0.018177,0.018324,0.023385,0.014848,0.022123,0.015134,0.009708,0.004463,0.031842,0.04593,0.038176,0.026915,0.030129,0.014135,0.044346,0.016679,0.031123,0.031893,0.029197,0.039953,0.02562,0.00155,-0.009176,-0.004859,0.021734,-4.3e-05,0.001201,0.051748,0.045788,0.036455,0.038677,0.04246,0.019514,0.05174,0.06274,0.021509,0.024737,0.041287,0.016911,0.025049,0.038828,0.024656,0.019661,0.021311,0.025387,0.021038,0.024985,0.039337,0.035856,0.010951,0.009279,0.011098,0.012889,0.019434,0.00247,0.019089,0.11486,0.049957,0.025647,0.026693,0.03204,0.018965,0.025423,0.016017,0.017983,0.031133,0.067426,0.060402,0.09245
REGN,0.016435,-9.6e-05,0.015466,0.027309,0.008771,0.009049,0.025035,0.01677,-0.007971,-0.004641,-0.016226,-0.000409,0.026147,0.036027,0.00069,0.012119,0.006269,-0.014473,0.009894,0.037589,0.059983,0.003078,0.011813,0.006256,0.065498,0.010377,0.031059,0.0477,0.052828,0.061495,0.081726,0.181646,0.078826,0.042653,0.05899,0.040459,0.033188,0.036004,0.033396,0.032674,0.015231,0.014704,0.079284,0.023024,0.018619,0.033103,0.024532,0.017258,-0.003032,0.001454,0.025592,0.021935,0.030977,0.012698,0.014549,0.015505,0.021432,0.040435,0.032964,0.01075,0.003071,0.019407,0.041676,0.016864,0.009935,0.019864,0.023716,0.017993,0.007971,-0.012784,-0.014629,-0.012556,0.030845,-0.006231,-0.0049,0.043374,0.054224,0.039159,0.028791,0.023295,0.027562,0.035153,0.041835,0.000669,0.010976,0.030155,0.006442,0.015343,0.031977,-0.000297,0.017737,0.018003,0.030276,0.019719,0.022476,0.036827,0.033195,0.007538,0.007842,0.009178,0.01316,0.019604,-0.005367,0.016583,0.106849,0.045684,0.017969,0.021364,0.026696,0.014889,0.041527,0.01683,0.018888,0.032518,0.060471,0.050393,0.084376
VRTX,0.013394,0.009872,0.01504,0.029199,0.019825,0.020226,0.029948,0.006923,0.036344,0.003133,0.026088,0.032497,0.038579,0.029592,0.014302,0.03511,0.02814,0.021907,0.047131,0.043224,0.072755,0.051332,0.004389,0.048341,0.070566,0.020763,0.035471,0.05832,0.045881,0.064285,0.101942,0.078826,0.243246,0.023507,0.060517,0.036783,0.027641,0.041195,0.038705,0.021047,0.030917,0.005249,0.081681,0.023074,0.02684,0.02824,0.025617,0.014597,0.014092,0.020216,0.042041,0.021279,0.038118,0.012898,0.026607,0.028159,0.032401,0.057564,0.041092,0.021267,0.023001,0.02584,0.051229,0.007258,0.011282,0.013076,0.031361,0.015842,0.001237,-0.035205,-0.032138,-0.028392,0.027367,-0.02753,-0.015409,0.056609,0.043402,0.029073,0.021365,0.040498,0.011291,0.040894,0.05576,0.006038,0.009826,0.062187,-0.002101,0.004263,0.026275,0.005325,0.021572,0.025678,0.032097,0.023482,0.027476,0.039653,0.03989,0.011461,0.009887,0.011946,0.012333,0.026804,-0.019493,0.026356,0.114492,0.044785,0.020448,0.019242,0.029734,0.018202,0.05437,0.021668,0.024378,0.044899,0.074132,0.072894,0.105589
MDT,0.011173,-0.007546,0.005278,0.022036,0.005345,0.007619,0.008443,0.010539,0.010058,-0.010881,-0.012018,0.0009,0.020767,0.026395,-0.001752,0.007689,-0.007397,-0.011948,0.00721,0.033515,0.035644,-0.010161,0.015443,-0.004614,0.023681,0.004707,0.028545,0.017929,0.038671,0.027169,0.037113,0.042653,0.023507,0.068749,0.024983,0.017511,0.046558,0.029249,0.023334,0.033711,0.007999,0.018568,0.055343,0.012917,0.011859,0.026561,0.017975,0.010197,0.000868,0.005264,0.029817,0.012712,0.016981,0.004438,0.006617,0.013843,0.013656,0.026023,0.024458,0.00428,0.006301,0.007281,0.027319,0.003395,0.011448,0.017887,0.021341,0.022815,0.020945,0.000431,-0.001765,-0.0042,0.031849,-0.007175,-0.002968,0.032246,0.029372,0.029913,0.023969,0.022489,0.018925,0.026604,0.020308,0.011156,0.022189,0.032582,0.009614,0.011759,0.015344,0.007151,0.011921,0.011388,0.022798,0.013506,0.015095,0.026626,0.027185,0.007562,0.007514,0.008774,0.009944,0.013675,0.003211,0.010251,0.063832,0.03357,0.014991,0.015247,0.017552,0.010149,0.032431,0.014755,0.016751,0.017706,0.040447,0.031747,0.063649
BMY,0.007525,-0.013636,-0.008425,0.02548,0.001031,-0.011172,0.019967,-0.003278,0.009422,-0.023499,-0.009364,0.001438,0.036439,0.02285,0.009734,0.022304,-0.009466,-0.011336,0.01216,-0.002947,0.0351,-0.000587,-0.017617,-0.019837,0.050333,0.003528,0.035654,0.051647,0.039986,0.057283,0.055429,0.05899,0.060517,0.024983,0.097656,0.044469,0.031791,0.017201,0.027897,0.016336,0.010492,0.007641,0.057657,0.015918,0.012545,0.018262,0.012927,0.014295,0.005093,0.004028,0.015864,0.013872,0.019807,0.013731,0.010069,0.014511,0.024441,0.038356,0.040082,0.012313,0.006934,0.011383,0.041118,0.019454,0.016404,0.028354,0.023856,0.010498,0.016788,-0.01402,-0.009654,-0.008223,0.013472,-0.005652,0.002866,0.036966,0.035855,0.021944,0.025409,0.027971,0.018992,0.037459,0.030427,0.012193,0.01709,0.045304,0.007063,0.014448,0.016559,0.00534,0.010606,0.008279,0.019129,0.011916,0.013375,0.025939,0.021383,0.006284,0.005809,0.006737,0.006428,0.015123,-0.003892,0.003381,0.084295,0.037037,0.019685,0.021104,0.020145,0.01266,0.019629,0.010032,0.011517,0.007036,0.035987,0.023232,0.045664
PFE,0.010408,-0.001475,-0.000464,0.010427,0.003651,0.000893,0.014755,0.000748,-0.002583,0.002208,0.011788,0.021485,0.037365,0.010744,0.013506,0.013518,0.019559,0.016903,0.022147,0.006194,0.026,0.017798,-0.007672,0.013405,0.03134,-0.000493,0.017847,0.028739,0.034425,0.037571,0.034806,0.040459,0.036783,0.017511,0.044469,0.060565,0.021315,0.015318,0.033125,0.015036,0.013336,0.008986,0.063683,0.010704,0.01239,0.014915,0.011932,0.007926,0.007171,0.010103,0.01876,0.011078,0.015222,0.013839,0.014262,0.017052,0.006293,0.028772,0.02045,0.003573,0.013826,0.016329,0.026236,0.01348,0.007356,0.01574,0.014463,0.000932,0.013971,-0.001319,0.000245,0.001244,0.024056,0.002225,0.01216,0.019422,0.018721,0.016387,0.013756,0.022595,0.011587,0.015853,0.01891,0.010325,0.012679,0.043207,0.00079,0.008749,0.006802,-0.000872,0.009703,0.008912,0.015562,0.010835,0.01232,0.021747,0.017644,0.005068,0.004715,0.005442,0.005896,0.014726,0.003023,0.008845,0.058646,0.023986,0.016006,0.015903,0.016053,0.00954,0.018244,0.004108,0.004648,0.009873,0.033458,0.025421,0.0415
SYK,0.010012,0.002037,0.015469,0.019567,0.014655,0.015329,0.004069,0.010624,-0.015444,-0.024218,0.000832,0.016821,0.029061,0.025862,0.004404,0.005726,0.004036,0.003174,-0.004207,0.029301,0.036691,0.009657,-0.012991,0.001041,0.015849,0.009207,0.021257,0.022641,0.023618,0.033959,0.032271,0.033188,0.027641,0.046558,0.031791,0.021315,0.100109,0.045198,0.025938,0.042361,0.015656,0.026465,0.074148,0.020699,0.018715,0.029967,0.025634,0.020418,0.014862,0.027245,0.040456,0.024935,0.027898,0.016013,0.031126,0.033553,0.008036,0.043334,0.032298,0.00543,0.010591,0.013103,0.043276,0.008761,0.006672,0.009634,0.019603,0.016356,0.016211,-0.015488,-0.010967,-0.008391,0.011914,-0.013196,-0.013472,0.042735,0.019404,0.031845,0.025856,0.026855,0.020595,0.031679,0.023324,0.010656,0.020326,0.04486,0.00345,0.010662,0.013557,0.010333,0.015013,0.013473,0.019387,0.016004,0.018924,0.025977,0.023228,0.007761,0.006853,0.008316,0.009522,0.025655,-0.007946,0.012268,0.068306,0.038292,0.021786,0.014072,0.020937,0.013327,0.023131,0.002122,0.002519,-0.006173,0.050796,0.037719,0.057865
ISRG,0.03031,0.034422,0.040318,0.033574,0.03493,0.033546,0.052253,0.055661,0.04494,0.048181,0.043979,0.055013,0.052284,0.02038,0.02659,0.034668,0.063968,0.055688,0.018987,0.076784,0.086196,0.052347,0.080175,0.080242,0.035,0.012003,0.00382,0.003644,0.017796,0.023974,0.027396,0.036004,0.041195,0.029249,0.017201,0.015318,0.045198,0.120478,0.03514,0.023691,0.003835,0.00906,0.070551,0.029738,0.030428,0.04833,0.048046,0.019495,0.015244,0.022899,0.049748,0.043239,0.048577,0.01279,0.031252,0.037401,-0.003097,0.028957,0.012373,0.000526,0.026657,0.016652,0.027036,0.009139,-0.004129,-0.0116,0.006204,0.021122,-0.007288,-0.022072,-0.016937,-0.016036,0.030953,-0.018001,-0.005222,0.041364,0.027771,0.050698,0.012765,0.021905,0.006882,0.013544,0.039684,-0.008197,-0.005136,0.062786,-0.013986,-0.013468,0.005649,0.006023,0.027399,0.036726,0.033104,0.029408,0.03479,0.037379,0.04218,0.006378,0.00599,0.007292,0.013073,0.03277,-0.007652,0.047901,0.067205,0.03818,0.015441,0.009368,0.027174,0.012913,0.076783,0.011773,0.013078,0.031447,0.093705,0.103817,0.150236
TMO,0.015682,0.022721,0.021426,0.027342,0.025992,0.019266,0.037184,0.027456,0.037487,0.03444,0.04529,0.046432,0.053698,-0.018952,0.032247,0.030211,0.045308,0.073511,0.044597,0.039044,0.059684,0.036146,0.055062,0.048935,0.032732,0.013273,0.003315,0.025138,0.020366,0.027398,0.021385,0.033396,0.038705,0.023334,0.027897,0.033125,0.025938,0.03514,0.096659,0.019052,0.002287,0.007153,0.072863,0.023649,0.029975,0.038347,0.040803,0.016646,0.016934,0.022647,0.045751,0.043042,0.043151,0.009713,0.029878,0.038284,-0.002863,0.031417,0.006789,-0.002444,0.018903,0.026892,0.035879,0.014482,-0.007691,-0.000189,0.002323,-0.014019,-0.001299,-0.008641,-0.003588,-0.010525,0.037899,-0.010826,0.008027,0.028953,0.027012,0.018087,0.017789,0.025627,-0.007546,0.014824,0.024314,0.015344,0.011817,0.056647,-0.021712,-0.013369,-0.01106,-0.002506,0.020218,0.023357,0.031806,0.022293,0.025768,0.031447,0.031912,0.006353,0.006177,0.006945,0.011301,0.031067,-0.002079,0.031955,0.070103,0.030487,0.01193,0.010954,0.022627,0.01142,0.063969,0.009117,0.010279,0.035508,0.069825,0.066246,0.090911
ABT,0.016318,-0.006167,0.00568,0.009253,-0.006692,-0.001162,0.006322,-0.004952,-0.036529,-0.025508,-0.01341,-0.006493,0.003001,0.009394,0.000522,-0.000689,-0.006476,-0.015884,-0.015921,0.011565,0.020051,-0.004422,0.001715,0.006685,0.014388,0.0011,0.025085,0.014167,0.035931,0.019738,0.026453,0.032674,0.021047,0.033711,0.016336,0.015036,0.042361,0.023691,0.019052,0.08958,0.014302,0.015696,0.063315,0.008411,0.01261,0.019615,0.020326,0.00337,0.003587,0.009273,0.02289,0.006976,0.0205,0.017694,0.002283,0.012191,0.011771,0.027872,0.022486,0.006986,0.003451,0.012222,0.025898,0.008404,0.014671,0.012025,0.016959,0.018433,0.014853,-0.007149,-0.005803,-0.012353,0.015517,-0.01392,-0.010035,0.060908,0.012898,0.019251,0.019883,0.019332,0.013601,0.020077,0.008544,0.009449,0.017043,0.026827,-9.3e-05,0.007817,0.012771,0.00668,0.008055,0.004952,0.012739,0.008935,0.010311,0.019677,0.013492,0.007104,0.006466,0.007807,0.007854,0.014116,-0.006359,0.001913,0.057089,0.02761,0.018001,0.010905,0.013588,0.008344,0.017671,0.00356,0.004043,0.003817,0.027615,0.013534,0.008278
ELV,-0.004233,-0.009252,-0.00369,0.008329,0.003542,0.009102,0.003459,-0.001208,0.017123,-0.008632,-0.00579,0.001596,0.021349,0.040688,0.001448,0.009761,-0.009097,-0.024761,0.052234,0.028546,0.017774,0.012856,-0.02992,0.006253,0.017056,0.069481,0.011094,0.008473,0.028393,0.017562,0.009565,0.015231,0.030917,0.007999,0.010492,0.013336,0.015656,0.003835,0.002287,0.014302,0.138533,0.049608,0.014582,0.017778,0.013382,0.015731,0.01319,0.01508,0.019584,0.018888,0.022278,0.011839,0.015351,0.033714,0.013306,0.0184,0.009706,0.022248,0.012125,0.010919,0.023329,0.012616,0.017896,0.006935,0.003004,-0.000202,0.009046,0.005755,0.011029,-0.004856,-0.001902,0.002687,0.009153,-0.001309,0.004183,0.015895,0.023918,0.018671,-0.003116,0.004361,0.017543,0.02572,0.015338,-0.002634,-0.002578,0.025065,0.012907,0.009072,0.019368,-0.010045,0.007626,0.006814,0.012298,0.008429,0.009766,0.01146,0.011565,0.001605,0.000845,0.000969,0.002912,0.019982,1.9e-05,0.005982,0.059019,0.021654,0.008695,0.011345,0.014976,0.008253,0.006658,0.001018,0.001165,0.0032,0.026546,0.019366,0.058175
CI,0.001751,-0.002754,0.004755,-0.00659,0.000329,0.015775,0.003631,-0.00628,0.003332,-0.006892,-0.00864,-0.005263,0.008726,0.0204,-0.004019,0.026481,-0.006885,-0.023408,0.030601,0.009621,0.012785,0.003498,-0.007647,0.002159,-0.001645,0.028833,0.009911,0.010566,0.020027,0.01501,0.026671,0.014704,0.005249,0.018568,0.007641,0.008986,0.026465,0.00906,0.007153,0.015696,0.049608,0.0961,0.023151,0.015716,0.013053,0.011932,0.007785,0.020019,0.016179,0.017065,0.017433,0.012331,0.021408,0.015053,0.005094,0.01094,0.008191,0.015069,0.013357,0.009049,0.021821,0.008536,0.016139,0.008754,0.007738,0.007255,0.006385,0.010758,0.021535,0.014763,0.009367,0.015822,0.005658,0.006253,0.016213,0.010543,0.016963,0.022466,0.010733,0.010423,0.015229,0.02595,0.009718,0.016334,0.020057,0.020861,0.014543,0.018602,0.021353,0.003952,0.007605,0.005825,0.014088,0.008526,0.00968,0.01012,0.007013,0.003075,0.00121,0.00164,0.003302,0.017468,0.011769,0.005776,0.041772,0.02258,0.010978,0.013633,0.013026,0.007725,0.010297,-0.002061,-0.002166,-0.012135,0.026502,0.016649,0.033976
ZTS,0.041838,0.018188,0.031793,0.043755,0.041322,0.036338,0.055481,0.014033,0.006749,0.012297,0.041452,0.054258,0.087253,0.02663,0.043313,0.053299,0.061792,0.056537,0.038164,0.05873,0.086267,0.030492,0.033199,0.056597,0.041118,0.004793,0.024064,0.020465,0.062473,0.055725,0.063735,0.079284,0.081681,0.055343,0.057657,0.063683,0.074148,0.070551,0.072863,0.063315,0.014582,0.023151,0.317532,0.047747,0.050299,0.063184,0.061256,0.033515,0.026269,0.047244,0.082753,0.06096,0.069174,0.025977,0.051874,0.065055,0.010208,0.089057,0.041506,0.015599,0.039027,0.072753,0.085952,0.040674,0.018438,0.032866,0.046389,0.028222,0.046217,-0.011132,-0.007952,-0.017719,0.064477,-0.018658,-0.006808,0.085884,0.052684,0.065831,0.040177,0.061056,0.03844,0.046776,0.064257,0.014483,0.033903,0.130996,-0.005206,0.016892,0.026734,0.011504,0.03738,0.040224,0.055227,0.040788,0.047441,0.065336,0.06328,0.016378,0.015672,0.0187,0.022056,0.057279,-0.002955,0.043065,0.11757,0.080343,0.041853,0.033909,0.047006,0.026791,0.090593,0.016348,0.018273,0.029278,0.128204,0.113911,0.144751
